,rank,Team,rank_change,year,Part,Pld,W,D,L,GF,GA,GD,Points,previous_cup_wins,won_this_year
2587,26,Tunisia,0,1998,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
2588,28,South Africa,-3,1998,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
2589,40,Cameroon,3,1998,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
2590,23,Zambia,0,1998,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
2591,43,Ivory Coast,-2,1998,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
2592,20,Egypt,1,1998,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,4,1
2593,13,Morocco,-2,1998,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
2594,46,Ghana,-14,1998,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
2595,70,Guinea,7,1998,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
2596,71,Togo,-2,1998,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
2597,73,Namibia,1,1998,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
2598,75,Zimbabwe,5,1998,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
2599,76,Mozambique,-2,1998,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
2600,78,Senegal,-2,1998,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
2601,79,Gabon,-8,1998,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
2602,88,Malawi,-1,1998,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
2603,69,Algeria,13,1998,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
2604,68,Nigeria,0,1998,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,0
2605,48,Angola,2,1998,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
2606,54,Mali,1,1998,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
2607,65,DR Congo,-4,1998,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
2608,194,Sao Tome and Principe,0,1998,,,,,,,,,,0,0
2609,192,Equatorial Guinea,-1,1998,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
2610,191,Djibouti,0,1998,,,,,,,,,,0,0
2611,190,CAR,0,1998,,,,,,,,,,0,0
2612,189,Eritrea,0,1998,,,,,,,,,,0,0
2613,188,Somalia,0,1998,,,,,,,,,,0,0
2614,178,Seychelles,0,1998,,,,,,,,,,0,0
2615,91,Kenya,2,1998,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
2616,81,Gabon,2,1998,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
2617,80,Senegal,2,1998,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
2618,87,Malawi,-1,1998,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
2619,98,Uganda,2,1998,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
2620,115,Tanzania,0,1998,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
2621,113,Sudan,-4,1998,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
2622,111,Congo,1,1998,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
2623,106,Liberia,1,1998,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
2624,103,Sierra Leone,0,1998,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
2625,75,Burkina Faso,3,1998,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
2626,50,Angola,2,1998,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
2627,48,Ghana,2,1998,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
2628,53,Mali,-1,1998,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
2629,41,Ivory Coast,-2,1998,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
2630,39,Cameroon,-1,1998,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
2631,73,Togo,2,1998,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
2632,72,Zimbabwe,-3,1998,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
2633,68,Namibia,-5,1998,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
2634,67,Guinea,-3,1998,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
2635,62,DR Congo,-3,1998,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
2636,61,Algeria,-8,1998,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
2637,65,Nigeria,-3,1998,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,0
2638,26,Zambia,3,1998,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
2639,28,South Africa,0,1998,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
2640,177,Chad,0,1998,,,,,,,,,,0,0
2641,23,Egypt,3,1998,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,4,1
2642,13,Morocco,0,1998,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
2643,20,Tunisia,-6,1998,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
2644,166,Rwanda,0,1998,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
2645,140,Ethiopia,0,1998,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
2646,137,Lesotho,2,1998,,,,,,,,,,0,0
2647,134,Mauritania,3,1998,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
2648,125,Benin,-4,1998,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
2649,124,Gambia,1,1998,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
2650,142,Eswatini,0,1998,,,,,,,,,,0,0
2651,162,Guinea-Bissau,0,1998,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
2652,161,Cape Verde,0,1998,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
2653,156,Botswana,-1,1998,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
2654,154,Burundi,1,1998,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
2655,150,Niger,3,1998,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
2656,149,Mauritius,-2,1998,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
2657,148,Madagascar,0,1998,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
2658,145,Libya,0,1998,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
2659,78,Mozambique,2,1998,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
2660,108,Liberia,2,1998,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
2661,127,Benin,2,1998,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
2662,195,Equatorial Guinea,3,1998,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
2663,194,Sao Tome and Principe,0,1998,,,,,,,,,,0,0
2664,192,CAR,2,1998,,,,,,,,,,0,0
2665,191,Djibouti,0,1998,,,,,,,,,,0,0
2666,190,Somalia,2,1998,,,,,,,,,,0,0
2667,189,Eritrea,0,1998,,,,,,,,,,0,0
2668,105,Uganda,7,1998,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
2669,111,Sierra Leone,8,1998,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
2670,112,Congo,1,1998,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
2671,114,Sudan,1,1998,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
2672,118,Tanzania,3,1998,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
2673,181,Seychelles,3,1998,,,,,,,,,,0,0
2674,150,Madagascar,2,1998,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
2675,149,Eswatini,7,1998,,,,,,,,,,0,0
2676,148,Mauritius,-1,1998,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
2677,147,Libya,2,1998,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
2678,145,Ethiopia,5,1998,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
2679,154,Niger,4,1998,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
2680,141,Burundi,-13,1998,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
2681,140,Lesotho,3,1998,,,,,,,,,,0,0
2682,135,Gambia,11,1998,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
2683,142,Mauritania,8,1998,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
2684,155,Botswana,-1,1998,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
2685,178,Chad,1,1998,,,,,,,,,,0,0
2686,170,Rwanda,4,1998,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
2687,167,Cape Verde,6,1998,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
2688,165,Guinea-Bissau,3,1998,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
2689,95,Senegal,15,1998,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
2690,93,Kenya,2,1998,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
2691,41,Cameroon,2,1998,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
2692,44,Ivory Coast,3,1998,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
2693,48,Ghana,0,1998,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
2694,50,Angola,0,1998,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
2695,29,Zambia,3,1998,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
2696,13,Morocco,0,1998,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
2697,21,Tunisia,1,1998,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
2698,26,South Africa,-2,1998,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
2699,28,Egypt,5,1998,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,4,1
2700,62,DR Congo,0,1998,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
2701,89,Malawi,2,1998,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
2702,82,Gabon,1,1998,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
2703,80,Mozambique,2,1998,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
2704,79,Guinea,12,1998,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
2705,65,Nigeria,0,1998,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,0
2706,68,Togo,-5,1998,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
2707,69,Namibia,1,1998,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
2708,70,Mali,17,1998,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
2709,71,Algeria,10,1998,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
2710,74,Zimbabwe,2,1998,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
2711,75,Burkina Faso,0,1998,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
2712,194,CAR,2,1999,,,,,,,,,,0,0
2713,193,Somalia,3,1999,,,,,,,,,,0,0
2714,25,South Africa,-1,1999,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
2715,28,Tunisia,7,1999,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
2716,19,Morocco,6,1999,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
2717,191,Equatorial Guinea,-4,1999,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
2718,84,Burkina Faso,9,1999,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
2719,83,Gabon,1,1999,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
2720,81,Namibia,12,1999,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
2721,87,Mozambique,7,1999,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
2722,79,Mali,9,1999,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
2723,75,Zimbabwe,1,1999,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
2724,72,Togo,4,1999,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
2725,71,Guinea,-8,1999,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
2726,78,Algeria,7,1999,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
2727,88,Senegal,-7,1999,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
2728,106,Uganda,1,1999,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
2729,105,Congo,-7,1999,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
2730,104,Sierra Leone,-7,1999,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
2731,103,Liberia,-5,1999,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
2732,98,Malawi,9,1999,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
2733,96,Kenya,3,1999,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
2734,43,Cameroon,2,1999,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
2735,41,Ghana,-7,1999,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
2736,40,Ivory Coast,-4,1999,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
2737,32,Egypt,4,1999,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,4,0
2738,37,Zambia,8,1999,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
2739,59,Angola,9,1999,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
2740,57,Nigeria,-8,1999,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,0
2741,192,Sao Tome and Principe,-2,1999,,,,,,,,,,0,0
2742,51,DR Congo,-11,1999,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
2743,169,Cape Verde,2,1999,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
2744,162,Guinea-Bissau,-3,1999,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
2745,158,Botswana,3,1999,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
2746,160,Libya,13,1999,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
2747,173,Rwanda,3,1999,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
2748,190,Djibouti,-1,1999,,,,,,,,,,0,0
2749,189,Eritrea,0,1999,,,,,,,,,,0,0
2750,183,Seychelles,2,1999,,,,,,,,,,0,0
2751,181,Chad,3,1999,,,,,,,,,,0,0
2752,152,Eswatini,3,1999,,,,,,,,,,0,0
2753,149,Lesotho,9,1999,,,,,,,,,,0,0
2754,115,Tanzania,-3,1999,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
2755,114,Sudan,0,1999,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
2756,129,Benin,2,1999,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
2757,147,Mauritania,5,1999,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
2758,145,Madagascar,-5,1999,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
2759,140,Mauritius,-8,1999,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
2760,143,Niger,-11,1999,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
2761,138,Burundi,-3,1999,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
2762,136,Ethiopia,-9,1999,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
2763,139,Gambia,4,1999,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
2764,116,Tanzania,1,1999,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
2765,114,Sudan,0,1999,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
2766,129,Benin,0,1999,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
2767,132,Ethiopia,-4,1999,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
2768,80,Mali,1,1999,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
2769,81,Namibia,0,1999,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
2770,83,Burkina Faso,-1,1999,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
2771,84,Gabon,1,1999,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
2772,87,Mozambique,0,1999,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
2773,88,Senegal,0,1999,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
2774,94,Kenya,-2,1999,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
2775,97,Liberia,-6,1999,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
2776,99,Malawi,1,1999,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
2777,103,Congo,-2,1999,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
2778,105,Sierra Leone,1,1999,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
2779,106,Uganda,0,1999,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
2780,137,Burundi,-1,1999,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
2781,173,Rwanda,0,1999,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
2782,181,Chad,0,1999,,,,,,,,,,0,0
2783,183,Seychelles,0,1999,,,,,,,,,,0,0
2784,188,Eritrea,-1,1999,,,,,,,,,,0,0
2785,190,Equatorial Guinea,-1,1999,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
2786,191,Djibouti,1,1999,,,,,,,,,,0,0
2787,192,Sao Tome and Principe,0,1999,,,,,,,,,,0,0
2788,193,Somalia,0,1999,,,,,,,,,,0,0
2789,194,CAR,0,1999,,,,,,,,,,0,0
2790,169,Cape Verde,0,1999,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
2791,141,Gambia,2,1999,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
2792,142,Madagascar,-3,1999,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
2793,145,Niger,2,1999,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
2794,148,Lesotho,-1,1999,,,,,,,,,,0,0
2795,149,Mauritania,2,1999,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
2796,153,Eswatini,1,1999,,,,,,,,,,0,0
2797,158,Botswana,0,1999,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
2798,160,Libya,0,1999,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
2799,162,Guinea-Bissau,0,1999,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
2800,138,Mauritius,-2,1999,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
2801,25,South Africa,0,1999,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
2802,29,Tunisia,1,1999,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
2803,32,Egypt,0,1999,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,4,0
2804,77,Algeria,-1,1999,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
2805,19,Morocco,0,1999,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
2806,55,DR Congo,4,1999,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
2807,44,Cameroon,1,1999,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
2808,43,Ghana,2,1999,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
2809,42,Ivory Coast,2,1999,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
2810,57,Angola,-2,1999,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
2811,75,Zimbabwe,0,1999,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
2812,73,Togo,1,1999,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
2813,71,Guinea,0,1999,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
2814,64,Nigeria,7,1999,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,0
2815,38,Zambia,1,1999,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
2816,76,Zimbabwe,1,1999,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
2817,75,Togo,2,1999,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
2818,74,Guinea,3,1999,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
2819,72,Algeria,-5,1999,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
2820,61,Nigeria,-3,1999,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,0
2821,59,Angola,2,1999,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
2822,57,DR Congo,2,1999,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
2823,78,Burkina Faso,-5,1999,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
2824,100,Malawi,1,1999,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
2825,96,Kenya,2,1999,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
2826,95,Congo,-8,1999,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
2827,94,Liberia,-3,1999,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
2828,88,Mozambique,1,1999,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
2829,85,Senegal,-3,1999,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
2830,83,Namibia,2,1999,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
2831,82,Mali,2,1999,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
2832,81,Gabon,-3,1999,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
2833,19,Morocco,0,1999,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
2834,24,South Africa,-1,1999,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
2835,44,Cameroon,0,1999,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
2836,43,Ghana,0,1999,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
2837,42,Ivory Coast,0,1999,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
2838,39,Zambia,1,1999,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
2839,32,Egypt,0,1999,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,4,0
2840,29,Tunisia,0,1999,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
2841,106,Uganda,0,1999,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
2842,173,Rwanda,0,1999,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
2843,169,Cape Verde,0,1999,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
2844,162,Guinea-Bissau,0,1999,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
2845,159,Libya,-1,1999,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
2846,107,Sierra Leone,2,1999,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
2847,153,Eswatini,0,1999,,,,,,,,,,0,0
2848,196,CAR,2,1999,,,,,,,,,,0,0
2849,195,Somalia,2,1999,,,,,,,,,,0,0
2850,194,Sao Tome and Principe,2,1999,,,,,,,,,,0,0
2851,193,Equatorial Guinea,3,1999,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
2852,192,Djibouti,1,1999,,,,,,,,,,0,0
